name,description,category,value,type,state,max_attempts,flags,tags,hints,type_data
"Minion Hide And Seek","The minions are hiding the flag from me :( Also I think they split it in half. They are tricky so don't trust what you see!","Steganography",30,standard,hidden,0,"stegosaurus_and_gru_r_friends!",,,
